No articulo,Articulo,Palabra,Tipo entidad
38,0211-699501013259,B6,i
38,0211-699501013259,asi,o
38,0211-699501013259,como,o
38,0211-699501013259,los,o
38,0211-699501013259,incorporados,o
38,0211-699501013259,posteriormente,o
38,0211-699501013259,a,o
38,0211-699501013259,partir,o
38,0211-699501013259,de,o
38,0211-699501013259,su,o
38,0211-699501013259,tercer,o
38,0211-699501013259,mes,o
38,0211-699501013259,en,o
38,0211-699501013259,hemodialisis,i
38,0211-699501013259,recibieron,o
38,0211-699501013259,5,o
38,0211-699501013259,mg,o
38,0211-699501013259,orales,o
38,0211-699501013259,de,o
38,0211-699501013259,acido,i
38,0211-699501013259,folico,i
38,0211-699501013259,cada,o
38,0211-699501013259,48,o
38,0211-699501013259,horas,o
38,0211-699501013259,y,o
38,0211-699501013259,40,o
38,0211-699501013259,mg,o
38,0211-699501013259,orales,o
38,0211-699501013259,de,o
38,0211-699501013259,vitamina,i
38,0211-699501013259,B6,i
38,0211-699501013259,cada,o
38,0211-699501013259,semana,o
38,0211-699501013259,Se,o
38,0211-699501013259,determinaron,o
38,0211-699501013259,al,o
38,0211-699501013259,comienzo,o
38,0211-699501013259,del,o
38,0211-699501013259,estudio,o
38,0211-699501013259,y,o
38,0211-699501013259,cada,o
38,0211-699501013259,2,o
38,0211-699501013259,meses,o
38,0211-699501013259,niveles,i
38,0211-699501013259,de,i
38,0211-699501013259,folato,i
38,0211-699501013259,vitamina,i
38,0211-699501013259,B12,i
38,0211-699501013259,inmunoensayo,i
38,0211-699501013259,albumina,i
38,0211-699501013259,y,o
38,0211-699501013259,cinetica,o
38,0211-699501013259,de,o
38,0211-699501013259,la,o
38,0211-699501013259,urea,i
38,0211-699501013259,KTV,o
38,0211-699501013259,KRU,o
38,0211-699501013259,PCRn,o
38,0211-699501013259,y,o
38,0211-699501013259,cada,o
38,0211-699501013259,6,o
38,0211-699501013259,meses,o
38,0211-699501013259,tHcy,i
38,0211-699501013259,HPLC,i
38,0211-699501013259,y,o
38,0211-699501013259,pp,i
38,0211-699501013259,RIA,i
38,0211-699501013259,Resultados,o
38,0211-699501013259,80,o
38,0211-699501013259,pacientes,o
38,0211-699501013259,fueron,o
38,0211-699501013259,incluidos,o
38,0211-699501013259,en,o
38,0211-699501013259,el,o
38,0211-699501013259,estudio,o
38,0211-699501013259,basal,o
38,0211-699501013259,con,o
38,0211-699501013259,una,o
38,0211-699501013259,prevalencia,o
38,0211-699501013259,de,o
38,0211-699501013259,hiperhomocisteinemia,i
38,0211-699501013259,del,o
38,0211-699501013259,844,o
38,0211-699501013259,deficit,i
38,0211-699501013259,de,i
38,0211-699501013259,pp,i
38,0211-699501013259,en,o
38,0211-699501013259,el,o
38,0211-699501013259,32,o
38,0211-699501013259,y,o
38,0211-699501013259,folato,i
38,0211-699501013259,en,o
38,0211-699501013259,el,o
38,0211-699501013259,rango,o
38,0211-699501013259,normal,o
38,0211-699501013259,bajo,o
38,0211-699501013259,los,o
38,0211-699501013259,niveles,i
38,0211-699501013259,de,i
38,0211-699501013259,tHcy,i
38,0211-699501013259,se,o
38,0211-699501013259,correlacionaban,o
38,0211-699501013259,inversamente,o
38,0211-699501013259,con,o
38,0211-699501013259,los,o
38,0211-699501013259,del,o
38,0211-699501013259,folato,i
38,0211-699501013259,r,o
38,0211-699501013259,0336,o
38,0211-699501013259,p,o
38,0211-699501013259,001,o
38,0211-699501013259,pero,o
38,0211-699501013259,no,o
38,0211-699501013259,con,o
38,0211-699501013259,pp,i
38,0211-699501013259,B12,i
38,0211-699501013259,edad,o
38,0211-699501013259,albumina,i
38,0211-699501013259,KTV,o
38,0211-699501013259,KRU,o
38,0211-699501013259,PCRn,o
38,0211-699501013259,Cincuenta,o
38,0211-699501013259,y,o
38,0211-699501013259,ocho,o
38,0211-699501013259,pacientes,o
38,0211-699501013259,recibieron,o
38,0211-699501013259,seis,o
38,0211-699501013259,meses,o
38,0211-699501013259,de,o
38,0211-699501013259,suplementacion,i
38,0211-699501013259,con,o
38,0211-699501013259,normalizacion,o
38,0211-699501013259,del,o
38,0211-699501013259,pp,i
38,0211-699501013259,aumento,o
38,0211-699501013259,del,o
38,0211-699501013259,folato,i
38,0211-699501013259,703,o
38,0211-699501013259,IC,o
38,0211-699501013259,638,o
38,0211-699501013259,795,o
38,0211-699501013259,vs,o
38,0211-699501013259,6181,o
38,0211-699501013259,IC,o
38,0211-699501013259,4447,o
38,0211-699501013259,7811,o
38,0211-699501013259,p,o
38,0211-699501013259,0001,o
38,0211-699501013259,y,o
38,0211-699501013259,descenso,o
38,0211-699501013259,de,o
38,0211-699501013259,la,o
38,0211-699501013259,tHcy,i
38,0211-699501013259,240,o
38,0211-699501013259,IC,o
38,0211-699501013259,213,o
38,0211-699501013259,264,o
38,0211-699501013259,vs,o
38,0211-699501013259,199,o
38,0211-699501013259,IC,o
38,0211-699501013259,175,o
38,0211-699501013259,224,o
38,0211-699501013259,p,o
38,0211-699501013259,005,o
38,0211-699501013259,Han,o
38,0211-699501013259,recibido,o
38,0211-699501013259,suplementacion,i
38,0211-699501013259,durante,o
38,0211-699501013259,12,o
38,0211-699501013259,meses,o
38,0211-699501013259,33,o
38,0211-699501013259,pacientes,o
38,0211-699501013259,pero,o
38,0211-699501013259,a,o
38,0211-699501013259,pesar,o
38,0211-699501013259,de,o
38,0211-699501013259,un,o
38,0211-699501013259,continuo,o
38,0211-699501013259,aumento,o
38,0211-699501013259,del,o
38,0211-699501013259,folato,i
38,0211-699501013259,10078,o
38,0211-699501013259,IC,o
38,0211-699501013259,7481,o
38,0211-699501013259,12674,o
38,0211-699501013259,p,o
38,0211-699501013259,0001,o
38,0211-699501013259,solo,o
38,0211-699501013259,3,o
38,0211-699501013259,pacientes,o
38,0211-699501013259,presentan,o
38,0211-699501013259,niveles,o
38,0211-699501013259,normales,o
38,0211-699501013259,de,o
38,0211-699501013259,tHcy,i
38,0211-699501013259,correlacionandose,o
38,0211-699501013259,directamente,o
38,0211-699501013259,tHcy,i
38,0211-699501013259,con,o
38,0211-699501013259,la,o
38,0211-699501013259,albumina,i
38,0211-699501013259,r,o
38,0211-699501013259,056,o
38,0211-699501013259,p,o
38,0211-699501013259,0001,o
38,0211-699501013259,que,o
38,0211-699501013259,se,o
38,0211-699501013259,elevo,o
38,0211-699501013259,con,o
38,0211-699501013259,respecto,o
38,0211-699501013259,al,o
38,0211-699501013259,inicio,o
38,0211-699501013259,337,o
38,0211-699501013259,IC,o
38,0211-699501013259,327,o
38,0211-699501013259,346,o
38,0211-699501013259,vs,o
38,0211-699501013259,350,o
38,0211-699501013259,IC,o
38,0211-699501013259,337,o
38,0211-699501013259,363,o
38,0211-699501013259,p,o
38,0211-699501013259,005,o
38,0211-699501013259,Conclusion,o
38,0211-699501013259,Tras,o
38,0211-699501013259,suplementacion,i
38,0211-699501013259,con,o
38,0211-699501013259,acido,i
38,0211-699501013259,folico,i
38,0211-699501013259,y,o
38,0211-699501013259,vitamina,i
38,0211-699501013259,B6,i
38,0211-699501013259,aunque,o
38,0211-699501013259,inicialmente,o
38,0211-699501013259,se,o
38,0211-699501013259,reduce,o
38,0211-699501013259,la,o
38,0211-699501013259,tHcy,i
38,0211-699501013259,esta,o
38,0211-699501013259,respuesta,o
38,0211-699501013259,se,o
38,0211-699501013259,hace,o
38,0211-699501013259,refractaria,o
38,0211-699501013259,correlacionandose,o
38,0211-699501013259,directamente,o
38,0211-699501013259,la,o
38,0211-699501013259,tHcy,i
38,0211-699501013259,con,o
38,0211-699501013259,la,o
38,0211-699501013259,albumina,i
38,0211-699501013259,plasmatica,i
38,0211-699501013259,La,o
38,0211-699501013259,interpretacion,o
38,0211-699501013259,de,o
38,0211-699501013259,los,o
38,0211-699501013259,niveles,i
38,0211-699501013259,de,i
38,0211-699501013259,tHcy,i
38,0211-699501013259,debe,o
38,0211-699501013259,tener,o
38,0211-699501013259,en,o
38,0211-699501013259,cuenta,o
38,0211-699501013259,la,o
38,0211-699501013259,concentracion,i
38,0211-699501013259,de,i
38,0211-699501013259,albumina,i
39,0211-699501013259,Efecto,o
39,0211-699501013259,de,o
39,0211-699501013259,la,o
39,0211-699501013259,suplementacion,i
39,0211-699501013259,con,o
39,0211-699501013259,acido,i
39,0211-699501013259,folico,i
39,0211-699501013259,sobre,o
39,0211-699501013259,los,o
39,0211-699501013259,niveles,i
39,0211-699501013259,de,i
39,0211-699501013259,homocisteina,i
39,0211-699501013259,total,o
39,0211-699501013259,en,o
39,0211-699501013259,pacientes,o
39,0211-699501013259,en,o
39,0211-699501013259,hemodialisis,i
39,0211-699501013259,La,o
39,0211-699501013259,hiperhomocisteinemia,i
39,0211-699501013259,es,o
39,0211-699501013259,un,o
39,0211-699501013259,marcador,o
39,0211-699501013259,de,o
39,0211-699501013259,riesgo,o
39,0211-699501013259,independiente,o
39,0211-699501013259,de,o
39,0211-699501013259,morbimortalidad,o
39,0211-699501013259,cardiovascular,i
39,0211-699501013259,Hemos,o
39,0211-699501013259,intentado,o
39,0211-699501013259,prospectivamente,o
39,0211-699501013259,reducir,o
39,0211-699501013259,los,o
39,0211-699501013259,niveles,i
39,0211-699501013259,de,i
39,0211-699501013259,homocisteina,i
39,0211-699501013259,total,o
39,0211-699501013259,tHcy,i
39,0211-699501013259,mediante,o
39,0211-699501013259,suplemento,o
39,0211-699501013259,con,o
39,0211-699501013259,acido,i
39,0211-699501013259,folico,i
39,0211-699501013259,y,o
39,0211-699501013259,vitamina,i
39,0211-699501013259,B6,i
39,0211-699501013259,pp,i
39,0211-699501013259,valorando,o
39,0211-699501013259,su,o
39,0211-699501013259,posible,o
39,0211-699501013259,correlacion,o
39,0211-699501013259,con,o
39,0211-699501013259,dosis,o
39,0211-699501013259,de,o
39,0211-699501013259,dialisis,i
39,0211-699501013259,funcion,i
39,0211-699501013259,residual,i
39,0211-699501013259,y,o
39,0211-699501013259,parametros,o
39,0211-699501013259,nutricionales,o
39,0211-699501013259,Metodos,o
39,0211-699501013259,Todos,o
39,0211-699501013259,los,o
39,0211-699501013259,pacientes,o
39,0211-699501013259,en,o
39,0211-699501013259,hemodialisis,i
39,0211-699501013259,al,o
39,0211-699501013259,comienzo,o
39,0211-699501013259,del,o
39,0211-699501013259,estudio,o
39,0211-699501013259,que,o
39,0211-699501013259,no,o
39,0211-699501013259,recibian,o
39,0211-699501013259,acido,i
39,0211-699501013259,folico,i
39,0211-699501013259,ni,o
39,0211-699501013259,vitamina,i
39,0211-699501013259,B6,i
39,0211-699501013259,asi,o
39,0211-699501013259,como,o
39,0211-699501013259,los,o
39,0211-699501013259,incorporados,o
39,0211-699501013259,posteriormente,o
39,0211-699501013259,a,o
39,0211-699501013259,partir,o
39,0211-699501013259,de,o
39,0211-699501013259,su,o
39,0211-699501013259,tercer,o
39,0211-699501013259,mes,o
39,0211-699501013259,en,o
39,0211-699501013259,hemodialisis,i
39,0211-699501013259,recibieron,o
39,0211-699501013259,5,o
39,0211-699501013259,mg,o
39,0211-699501013259,orales,o
39,0211-699501013259,de,o
39,0211-699501013259,acido,i
39,0211-699501013259,folico,i
39,0211-699501013259,cada,o
39,0211-699501013259,48,o
39,0211-699501013259,horas,o
39,0211-699501013259,y,o
39,0211-699501013259,40,o
39,0211-699501013259,mg,o
39,0211-699501013259,orales,o
39,0211-699501013259,de,o
39,0211-699501013259,vitamina,i
39,0211-699501013259,B6,i
39,0211-699501013259,cada,o
39,0211-699501013259,semana,o
39,0211-699501013259,Se,o
39,0211-699501013259,determinaron,o
39,0211-699501013259,al,o
39,0211-699501013259,comienzo,o
39,0211-699501013259,del,o
39,0211-699501013259,estudio,o
39,0211-699501013259,y,o
39,0211-699501013259,cada,o
39,0211-699501013259,2,o
39,0211-699501013259,meses,o
39,0211-699501013259,niveles,i
39,0211-699501013259,de,i
39,0211-699501013259,folato,i
39,0211-699501013259,vitamina,i
39,0211-699501013259,B12,i
39,0211-699501013259,inmunoensayo,i
39,0211-699501013259,albumina,i
39,0211-699501013259,y,o
39,0211-699501013259,cinetica,o
39,0211-699501013259,de,o
39,0211-699501013259,la,o
39,0211-699501013259,urea,i
39,0211-699501013259,KTV,o
39,0211-699501013259,KRU,o
39,0211-699501013259,PCRn,o
39,0211-699501013259,y,o
39,0211-699501013259,cada,o
39,0211-699501013259,6,o
39,0211-699501013259,meses,o
39,0211-699501013259,tHcy,i
39,0211-699501013259,HPLC,i
39,0211-699501013259,y,o
39,0211-699501013259,pp,i
39,0211-699501013259,RIA,i
39,0211-699501013259,Resultados,o
39,0211-699501013259,80,o
39,0211-699501013259,pacientes,o
39,0211-699501013259,fueron,o
39,0211-699501013259,incluidos,o
39,0211-699501013259,en,o
39,0211-699501013259,el,o
39,0211-699501013259,estudio,o
39,0211-699501013259,basal,o
39,0211-699501013259,con,o
39,0211-699501013259,una,o
39,0211-699501013259,prevalencia,o
39,0211-699501013259,de,o
39,0211-699501013259,hiperhomocisteinemia,i
39,0211-699501013259,del,o
39,0211-699501013259,844,o
39,0211-699501013259,deficit,i
39,0211-699501013259,de,i
39,0211-699501013259,pp,i
39,0211-699501013259,en,o
39,0211-699501013259,el,o
39,0211-699501013259,32,o
39,0211-699501013259,y,o
39,0211-699501013259,folato,i
39,0211-699501013259,en,o
39,0211-699501013259,el,o
39,0211-699501013259,rango,o
39,0211-699501013259,normal,o
39,0211-699501013259,bajo,o
39,0211-699501013259,los,o
39,0211-699501013259,niveles,i
39,0211-699501013259,de,i
39,0211-699501013259,tHcy,i
39,0211-699501013259,se,o
39,0211-699501013259,correlacionaban,o
39,0211-699501013259,inversamente,o
39,0211-699501013259,con,o
39,0211-699501013259,los,o
39,0211-699501013259,del,o
39,0211-699501013259,folato,i
39,0211-699501013259,r,o
39,0211-699501013259,0336,o
39,0211-699501013259,p,o
39,0211-699501013259,001,o
39,0211-699501013259,pero,o
39,0211-699501013259,no,o
39,0211-699501013259,con,o
39,0211-699501013259,pp,i
39,0211-699501013259,B12,i
39,0211-699501013259,edad,o
39,0211-699501013259,albumina,i
39,0211-699501013259,KTV,o
39,0211-699501013259,KRU,o
39,0211-699501013259,PCRn,o
39,0211-699501013259,Cincuenta,o
39,0211-699501013259,y,o
39,0211-699501013259,ocho,o
39,0211-699501013259,pacientes,o
39,0211-699501013259,recibieron,o
39,0211-699501013259,seis,o
39,0211-699501013259,meses,o
39,0211-699501013259,de,o
39,0211-699501013259,suplementacion,i
39,0211-699501013259,con,o
39,0211-699501013259,normalizacion,o
39,0211-699501013259,del,o
39,0211-699501013259,pp,i
39,0211-699501013259,aumento,o
39,0211-699501013259,del,o
39,0211-699501013259,folato,i
39,0211-699501013259,703,o
39,0211-699501013259,IC,o
39,0211-699501013259,638,o
39,0211-699501013259,795,o
39,0211-699501013259,vs,o
39,0211-699501013259,6181,o
39,0211-699501013259,IC,o
39,0211-699501013259,4447,o
39,0211-699501013259,7811,o
39,0211-699501013259,p,o
39,0211-699501013259,0001,o
39,0211-699501013259,y,o
39,0211-699501013259,descenso,o
39,0211-699501013259,de,o
39,0211-699501013259,la,o
39,0211-699501013259,tHcy,i
39,0211-699501013259,240,o
39,0211-699501013259,IC,o
39,0211-699501013259,213,o
39,0211-699501013259,264,o
39,0211-699501013259,vs,o
39,0211-699501013259,199,o
39,0211-699501013259,IC,o
39,0211-699501013259,175,o
39,0211-699501013259,224,o
39,0211-699501013259,p,o
39,0211-699501013259,005,o
39,0211-699501013259,Han,o
39,0211-699501013259,recibido,o
39,0211-699501013259,suplementacion,i
39,0211-699501013259,durante,o
39,0211-699501013259,12,o
39,0211-699501013259,meses,o
39,0211-699501013259,33,o
39,0211-699501013259,pacientes,o
39,0211-699501013259,pero,o
39,0211-699501013259,a,o
39,0211-699501013259,pesar,o
39,0211-699501013259,de,o
39,0211-699501013259,un,o
39,0211-699501013259,continuo,o
39,0211-699501013259,aumento,o
39,0211-699501013259,del,o
39,0211-699501013259,folato,i
39,0211-699501013259,10078,o
39,0211-699501013259,IC,o
39,0211-699501013259,7481,o
39,0211-699501013259,12674,o
39,0211-699501013259,p,o
39,0211-699501013259,0001,o
39,0211-699501013259,solo,o
39,0211-699501013259,3,o
39,0211-699501013259,pacientes,o
39,0211-699501013259,presentan,o
39,0211-699501013259,niveles,o
39,0211-699501013259,normales,o
39,0211-699501013259,de,o
39,0211-699501013259,tHcy,i
39,0211-699501013259,correlacionandose,o
39,0211-699501013259,directamente,o
39,0211-699501013259,tHcy,i
39,0211-699501013259,con,o
39,0211-699501013259,la,o
39,0211-699501013259,albumina,i
39,0211-699501013259,r,o
39,0211-699501013259,056,o
39,0211-699501013259,p,o
39,0211-699501013259,0001,o
39,0211-699501013259,que,o
39,0211-699501013259,se,o
39,0211-699501013259,elevo,o
39,0211-699501013259,con,o
39,0211-699501013259,respecto,o
39,0211-699501013259,al,o
39,0211-699501013259,inicio,o
39,0211-699501013259,337,o
39,0211-699501013259,IC,o
39,0211-699501013259,327,o
39,0211-699501013259,346,o
39,0211-699501013259,vs,o
39,0211-699501013259,350,o
39,0211-699501013259,IC,o
39,0211-699501013259,337,o
39,0211-699501013259,363,o
39,0211-699501013259,p,o
39,0211-699501013259,005,o
39,0211-699501013259,Conclusion,o
39,0211-699501013259,Tras,o
39,0211-699501013259,suplementacion,i
39,0211-699501013259,con,o
39,0211-699501013259,acido,i
39,0211-699501013259,folico,i
39,0211-699501013259,y,o
39,0211-699501013259,vitamina,i
39,0211-699501013259,B6,i
39,0211-699501013259,aunque,o
39,0211-699501013259,inicialmente,o
39,0211-699501013259,se,o
39,0211-699501013259,reduce,o
39,0211-699501013259,la,o
39,0211-699501013259,tHcy,i
39,0211-699501013259,esta,o
39,0211-699501013259,respuesta,o
39,0211-699501013259,se,o
39,0211-699501013259,hace,o
39,0211-699501013259,refractaria,o
39,0211-699501013259,correlacionandose,o
39,0211-699501013259,directamente,o
39,0211-699501013259,la,o
39,0211-699501013259,tHcy,i
39,0211-699501013259,con,o
39,0211-699501013259,la,o
39,0211-699501013259,albumina,i
39,0211-699501013259,plasmatica,i
39,0211-699501013259,La,o
39,0211-699501013259,interpretacion,o
39,0211-699501013259,de,o
39,0211-699501013259,los,o
39,0211-699501013259,niveles,i
39,0211-699501013259,de,i
39,0211-699501013259,tHcy,i
39,0211-699501013259,debe,o
39,0211-699501013259,tener,o
39,0211-699501013259,en,o
39,0211-699501013259,cuenta,o
39,0211-699501013259,la,o
39,0211-699501013259,concentracion,i
39,0211-699501013259,de,i
39,0211-699501013259,albumina,i
40,0211-699501013259,Efecto,o
40,0211-699501013259,de,o
40,0211-699501013259,la,o
40,0211-699501013259,suplementacion,i
40,0211-699501013259,con,o
40,0211-699501013259,acido,i
40,0211-699501013259,folico,i
40,0211-699501013259,sobre,o
40,0211-699501013259,los,o
40,0211-699501013259,niveles,i
40,0211-699501013259,de,i
40,0211-699501013259,homocisteina,i
40,0211-699501013259,total,o
40,0211-699501013259,en,o
40,0211-699501013259,pacientes,o
40,0211-699501013259,en,o
40,0211-699501013259,hemodialisis,i
40,0211-699501013259,La,o
40,0211-699501013259,hiperhomocisteinemia,i
40,0211-699501013259,es,o
40,0211-699501013259,un,o
40,0211-699501013259,marcador,o
40,0211-699501013259,de,o
40,0211-699501013259,riesgo,o
40,0211-699501013259,independiente,o
40,0211-699501013259,de,o
40,0211-699501013259,morbimortalidad,o
40,0211-699501013259,cardiovascular,i
40,0211-699501013259,Hemos,o
40,0211-699501013259,intentado,o
40,0211-699501013259,prospectivamente,o
40,0211-699501013259,reducir,o
40,0211-699501013259,los,o
40,0211-699501013259,niveles,i
40,0211-699501013259,de,i
40,0211-699501013259,homocisteina,i
40,0211-699501013259,total,o
40,0211-699501013259,tHcy,i
40,0211-699501013259,mediante,o
40,0211-699501013259,suplemento,o
40,0211-699501013259,con,o
40,0211-699501013259,acido,i
40,0211-699501013259,folico,i
40,0211-699501013259,y,o
40,0211-699501013259,vitamina,i
40,0211-699501013259,B6,i
40,0211-699501013259,pp,i
40,0211-699501013259,valorando,o
40,0211-699501013259,su,o
40,0211-699501013259,posible,o
40,0211-699501013259,correlacion,o
40,0211-699501013259,con,o
40,0211-699501013259,dosis,o
40,0211-699501013259,de,o
40,0211-699501013259,dialisis,i
40,0211-699501013259,funcion,i
40,0211-699501013259,residual,i
40,0211-699501013259,y,o
40,0211-699501013259,parametros,o
40,0211-699501013259,nutricionales,o
40,0211-699501013259,Metodos,o
40,0211-699501013259,Todos,o
40,0211-699501013259,los,o
40,0211-699501013259,pacientes,o
40,0211-699501013259,en,o
40,0211-699501013259,hemodialisis,i
40,0211-699501013259,al,o
40,0211-699501013259,comienzo,o
40,0211-699501013259,del,o
40,0211-699501013259,estudio,o
40,0211-699501013259,que,o
40,0211-699501013259,no,o
40,0211-699501013259,recibian,o
40,0211-699501013259,acido,i
40,0211-699501013259,folico,i
40,0211-699501013259,ni,o
40,0211-699501013259,vitamina,i
40,0211-699501013259,B6,i
40,0211-699501013259,asi,o
40,0211-699501013259,como,o
40,0211-699501013259,los,o
40,0211-699501013259,incorporados,o
40,0211-699501013259,posteriormente,o
40,0211-699501013259,a,o
40,0211-699501013259,partir,o
40,0211-699501013259,de,o
40,0211-699501013259,su,o
40,0211-699501013259,tercer,o
40,0211-699501013259,mes,o
40,0211-699501013259,en,o
40,0211-699501013259,hemodialisis,i
40,0211-699501013259,recibieron,o
40,0211-699501013259,5,o
40,0211-699501013259,mg,o
40,0211-699501013259,orales,o
40,0211-699501013259,de,o
40,0211-699501013259,acido,i
40,0211-699501013259,folico,i
40,0211-699501013259,cada,o
40,0211-699501013259,48,o
40,0211-699501013259,horas,o
40,0211-699501013259,y,o
40,0211-699501013259,40,o
40,0211-699501013259,mg,o
40,0211-699501013259,orales,o
40,0211-699501013259,de,o
40,0211-699501013259,vitamina,i
40,0211-699501013259,B6,i
40,0211-699501013259,cada,o
40,0211-699501013259,semana,o
40,0211-699501013259,Se,o
40,0211-699501013259,determinaron,o
40,0211-699501013259,al,o
40,0211-699501013259,comienzo,o
40,0211-699501013259,del,o
40,0211-699501013259,estudio,o
40,0211-699501013259,y,o
40,0211-699501013259,cada,o
40,0211-699501013259,2,o
40,0211-699501013259,meses,o
40,0211-699501013259,niveles,i
40,0211-699501013259,de,i
40,0211-699501013259,folato,i
40,0211-699501013259,vitamina,i
40,0211-699501013259,B12,i
40,0211-699501013259,inmunoensayo,i
40,0211-699501013259,albumina,i
40,0211-699501013259,y,o
40,0211-699501013259,cinetica,o
40,0211-699501013259,de,o
40,0211-699501013259,la,o
40,0211-699501013259,urea,i
40,0211-699501013259,KTV,o
40,0211-699501013259,KRU,o
40,0211-699501013259,PCRn,o
40,0211-699501013259,y,o
40,0211-699501013259,cada,o
40,0211-699501013259,6,o
40,0211-699501013259,meses,o
40,0211-699501013259,tHcy,i
40,0211-699501013259,HPLC,i
40,0211-699501013259,y,o
40,0211-699501013259,pp,i
40,0211-699501013259,RIA,i
40,0211-699501013259,Resultados,o
40,0211-699501013259,80,o
40,0211-699501013259,pacientes,o
40,0211-699501013259,fueron,o
40,0211-699501013259,incluidos,o
40,0211-699501013259,en,o
40,0211-699501013259,el,o
40,0211-699501013259,estudio,o
40,0211-699501013259,basal,o
40,0211-699501013259,con,o
40,0211-699501013259,una,o
40,0211-699501013259,prevalencia,o
40,0211-699501013259,de,o
40,0211-699501013259,hiperhomocisteinemia,i
40,0211-699501013259,del,o
40,0211-699501013259,844,o
40,0211-699501013259,deficit,i
40,0211-699501013259,de,i
40,0211-699501013259,pp,i
40,0211-699501013259,en,o
40,0211-699501013259,el,o
40,0211-699501013259,32,o
40,0211-699501013259,y,o
40,0211-699501013259,folato,i
40,0211-699501013259,en,o
40,0211-699501013259,el,o
40,0211-699501013259,rango,o
40,0211-699501013259,normal,o
40,0211-699501013259,bajo,o
40,0211-699501013259,los,o
40,0211-699501013259,niveles,i
40,0211-699501013259,de,i
40,0211-699501013259,tHcy,i
40,0211-699501013259,se,o
40,0211-699501013259,correlacionaban,o
40,0211-699501013259,inversamente,o
40,0211-699501013259,con,o
40,0211-699501013259,los,o
40,0211-699501013259,del,o
40,0211-699501013259,folato,i
40,0211-699501013259,r,o
40,0211-699501013259,0336,o
40,0211-699501013259,p,o
40,0211-699501013259,001,o
40,0211-699501013259,pero,o
40,0211-699501013259,no,o
40,0211-699501013259,con,o
40,0211-699501013259,pp,i
40,0211-699501013259,B12,i
40,0211-699501013259,edad,o
40,0211-699501013259,albumina,i
40,0211-699501013259,KTV,o
40,0211-699501013259,KRU,o
40,0211-699501013259,PCRn,o
40,0211-699501013259,Cincuenta,o
40,0211-699501013259,y,o
40,0211-699501013259,ocho,o
40,0211-699501013259,pacientes,o
40,0211-699501013259,recibieron,o
40,0211-699501013259,seis,o
40,0211-699501013259,meses,o
40,0211-699501013259,de,o
40,0211-699501013259,suplementacion,i
40,0211-699501013259,con,o
40,0211-699501013259,normalizacion,o
40,0211-699501013259,del,o
40,0211-699501013259,pp,i
40,0211-699501013259,aumento,o
40,0211-699501013259,del,o
40,0211-699501013259,folato,i
40,0211-699501013259,703,o
40,0211-699501013259,IC,o
40,0211-699501013259,638,o
40,0211-699501013259,795,o
40,0211-699501013259,vs,o
40,0211-699501013259,6181,o
40,0211-699501013259,IC,o
40,0211-699501013259,4447,o
40,0211-699501013259,7811,o
40,0211-699501013259,p,o
40,0211-699501013259,0001,o
40,0211-699501013259,y,o
40,0211-699501013259,descenso,o
40,0211-699501013259,de,o
40,0211-699501013259,la,o
40,0211-699501013259,tHcy,i
40,0211-699501013259,240,o
40,0211-699501013259,IC,o
40,0211-699501013259,213,o
40,0211-699501013259,264,o
40,0211-699501013259,vs,o
40,0211-699501013259,199,o
40,0211-699501013259,IC,o
40,0211-699501013259,175,o
40,0211-699501013259,224,o
40,0211-699501013259,p,o
40,0211-699501013259,005,o
40,0211-699501013259,Han,o
40,0211-699501013259,recibido,o
40,0211-699501013259,suplementacion,i
40,0211-699501013259,durante,o
40,0211-699501013259,12,o
40,0211-699501013259,meses,o
40,0211-699501013259,33,o
40,0211-699501013259,pacientes,o
40,0211-699501013259,pero,o
40,0211-699501013259,a,o
40,0211-699501013259,pesar,o
40,0211-699501013259,de,o
40,0211-699501013259,un,o
40,0211-699501013259,continuo,o
40,0211-699501013259,aumento,o
40,0211-699501013259,del,o
40,0211-699501013259,folato,i
40,0211-699501013259,10078,o
40,0211-699501013259,IC,o
40,0211-699501013259,7481,o
40,0211-699501013259,12674,o
40,0211-699501013259,p,o
40,0211-699501013259,0001,o
40,0211-699501013259,solo,o
40,0211-699501013259,3,o
40,0211-699501013259,pacientes,o
40,0211-699501013259,presentan,o
40,0211-699501013259,niveles,o
40,0211-699501013259,normales,o
40,0211-699501013259,de,o
40,0211-699501013259,tHcy,i
40,0211-699501013259,correlacionandose,o
40,0211-699501013259,directamente,o
40,0211-699501013259,tHcy,i
40,0211-699501013259,con,o
40,0211-699501013259,la,o
40,0211-699501013259,albumina,i
40,0211-699501013259,r,o
40,0211-699501013259,056,o
40,0211-699501013259,p,o
40,0211-699501013259,0001,o
40,0211-699501013259,que,o
40,0211-699501013259,se,o
40,0211-699501013259,elevo,o
40,0211-699501013259,con,o
40,0211-699501013259,respecto,o
40,0211-699501013259,al,o
40,0211-699501013259,inicio,o
40,0211-699501013259,337,o
40,0211-699501013259,IC,o
40,0211-699501013259,327,o
40,0211-699501013259,346,o
40,0211-699501013259,vs,o
40,0211-699501013259,350,o
40,0211-699501013259,IC,o
40,0211-699501013259,337,o
40,0211-699501013259,363,o
40,0211-699501013259,p,o
40,0211-699501013259,005,o
40,0211-699501013259,Conclusion,o
40,0211-699501013259,Tras,o
40,0211-699501013259,suplementacion,i
40,0211-699501013259,con,o
40,0211-699501013259,acido,i
40,0211-699501013259,folico,i
